,country,year,age,sex,Average_suicides_per_capita
20359,Republic of Korea,1995-01-01,55-74 years,male,28.84
21825,Saint Vincent and Grenadines,2007-01-01,15-24 years,male,28.84
19107,Poland,1993-01-01,25-34 years,male,28.83
8355,Estonia,1995-01-01,15-24 years,male,28.82
22098,Serbia,2008-01-01,75+ years,female,28.81
11523,Hungary,2004-01-01,25-34 years,male,28.79
24521,Sweden,1999-01-01,55-74 years,male,28.77
11887,Iceland,2002-01-01,55-74 years,male,28.77
14001,Kazakhstan,2012-01-01,15-24 years,male,28.76
1587,Australia,1998-01-01,35-54 years,male,28.76
11097,Guyana,1990-01-01,55-74 years,male,28.75
21829,Saint Vincent and Grenadines,2007-01-01,35-54 years,male,28.74
2031,Austria,2005-01-01,35-54 years,male,28.74
15064,Lithuania,1996-01-01,55-74 years,female,28.72
1513,Australia,1992-01-01,25-34 years,male,28.72
5539,Chile,2007-01-01,75+ years,male,28.72
25521,Trinidad and Tobago,2002-01-01,35-54 years,male,28.72
15138,Lithuania,2002-01-01,75+ years,female,28.72
14121,Kiribati,1997-01-01,15-24 years,male,28.72
24939,Switzerland,2012-01-01,55-74 years,male,28.7
19199,Poland,2002-01-01,75+ years,male,28.7
15451,Luxembourg,1997-01-01,15-24 years,male,28.69
3917,Belize,1996-01-01,55-74 years,male,28.69
19377,Portugal,1986-01-01,55-74 years,male,28.69
9775,Germany,1995-01-01,35-54 years,male,28.68
12347,Ireland,2009-01-01,25-34 years,male,28.67
7499,Denmark,2000-01-01,55-74 years,male,28.67
23171,Slovenia,2006-01-01,25-34 years,male,28.66
3237,Belarus,1994-01-01,15-24 years,male,28.65
6601,Croatia,2014-01-01,35-54 years,male,28.65
25461,Trinidad and Tobago,1997-01-01,35-54 years,male,28.64
17679,New Zealand,2004-01-01,25-34 years,male,28.63
4951,Canada,1987-01-01,75+ years,male,28.63
1351,Aruba,2005-01-01,55-74 years,male,28.62
17913,Norway,1989-01-01,55-74 years,male,28.61
26917,United States,1990-01-01,55-74 years,male,28.6
20895,Romania,2013-01-01,35-54 years,male,28.6
13111,Italy,2011-01-01,75+ years,male,28.6
27205,United States,2014-01-01,55-74 years,male,28.59
22969,Slovakia,2008-01-01,35-54 years,male,28.59
26237,Ukraine,2001-01-01,15-24 years,male,28.58
24193,Suriname,2000-01-01,35-54 years,male,28.58
3249,Belarus,1995-01-01,15-24 years,male,28.58
24963,Switzerland,2014-01-01,55-74 years,male,28.58
16101,Malta,2009-01-01,25-34 years,male,28.57
15339,Luxembourg,1987-01-01,55-74 years,male,28.57
17591,New Zealand,1996-01-01,75+ years,male,28.57
19793,Puerto Rico,1994-01-01,35-54 years,male,28.57
8931,Finland,2003-01-01,15-24 years,male,28.57
20949,Russian Federation,1990-01-01,15-24 years,male,28.57
24009,Sri Lanka,2003-01-01,15-24 years,male,28.57
22277,Seychelles,2005-01-01,55-74 years,male,28.56
12273,Ireland,2003-01-01,15-24 years,male,28.56
22223,Seychelles,2001-01-01,25-34 years,male,28.54
21593,Saint Lucia,2011-01-01,55-74 years,male,28.53
15431,Luxembourg,1995-01-01,35-54 years,male,28.52
26893,United States,1988-01-01,55-74 years,male,28.51
8629,Fiji,2002-01-01,75+ years,male,28.51
20757,Romania,2001-01-01,75+ years,male,28.5
10421,Grenada,1989-01-01,25-34 years,male,28.45
24765,Switzerland,1998-01-01,25-34 years,male,28.45
4927,Canada,1985-01-01,75+ years,male,28.45
22134,Serbia,2011-01-01,75+ years,female,28.45
21973,Serbia,1998-01-01,35-54 years,male,28.44
5555,Chile,2009-01-01,25-34 years,male,28.43
22333,Seychelles,2010-01-01,35-54 years,male,28.43
12473,Israel,1989-01-01,55-74 years,male,28.42
19781,Puerto Rico,1993-01-01,35-54 years,male,28.42
5465,Chile,2001-01-01,55-74 years,male,28.42
22229,Seychelles,2001-01-01,55-74 years,male,28.41
11205,Guyana,1999-01-01,55-74 years,male,28.41
20829,Romania,2007-01-01,75+ years,male,28.41
20683,Romania,1995-01-01,55-74 years,male,28.4
6664,Cuba,1994-01-01,75+ years,female,28.39
13727,Japan,2015-01-01,25-34 years,male,28.38
24497,Sweden,1997-01-01,55-74 years,male,28.38
22110,Serbia,2009-01-01,75+ years,female,28.37
24119,Suriname,1992-01-01,25-34 years,male,28.37
14723,Kyrgyzstan,2010-01-01,25-34 years,male,28.37
23009,Slovakia,2012-01-01,55-74 years,male,28.37
23972,Sri Lanka,2000-01-01,15-24 years,female,28.36
8261,El Salvador,2007-01-01,25-34 years,male,28.36
13063,Italy,2007-01-01,75+ years,male,28.35
4933,Canada,1986-01-01,35-54 years,male,28.34
26201,Ukraine,1998-01-01,15-24 years,male,28.34
15415,Luxembourg,1994-01-01,15-24 years,male,28.34
24485,Sweden,1996-01-01,55-74 years,male,28.34
26905,United States,1989-01-01,55-74 years,male,28.34
18025,Norway,1999-01-01,15-24 years,male,28.34
26213,Ukraine,1999-01-01,15-24 years,male,28.33
24457,Sweden,1994-01-01,35-54 years,male,28.32
21102,Russian Federation,2002-01-01,75+ years,female,28.32
17257,Netherlands,2000-01-01,75+ years,male,28.32
5561,Chile,2009-01-01,55-74 years,male,28.31
4967,Canada,1989-01-01,25-34 years,male,28.31
4633,Bulgaria,1992-01-01,35-54 years,male,28.31
26369,Ukraine,2012-01-01,15-24 years,male,28.3
12131,Ireland,1991-01-01,25-34 years,male,28.29
23914,Sri Lanka,1986-01-01,25-34 years,female,28.29
19187,Poland,2001-01-01,75+ years,male,28.27
14483,Kyrgyzstan,1990-01-01,25-34 years,male,28.27
20823,Romania,2007-01-01,35-54 years,male,28.26
11755,Iceland,1991-01-01,55-74 years,male,28.25
27525,Uruguay,2013-01-01,35-54 years,male,28.24
18455,Panama,2006-01-01,75+ years,male,28.23
17941,Norway,1992-01-01,15-24 years,male,28.23
22153,Serbia,2013-01-01,35-54 years,male,28.22
22021,Serbia,2002-01-01,35-54 years,male,28.22
12015,Iceland,2013-01-01,35-54 years,male,28.21
20643,Romania,1992-01-01,35-54 years,male,28.21
4949,Canada,1987-01-01,55-74 years,male,28.2
5489,Chile,2003-01-01,55-74 years,male,28.2
20755,Romania,2001-01-01,55-74 years,male,28.19
13417,Japan,1989-01-01,35-54 years,male,28.19
8281,El Salvador,2008-01-01,75+ years,male,28.18
3683,Belgium,2005-01-01,25-34 years,male,28.18
5017,Canada,1993-01-01,35-54 years,male,28.17
12289,Ireland,2004-01-01,35-54 years,male,28.17
6731,Cuba,2000-01-01,35-54 years,male,28.16
13749,Kazakhstan,1991-01-01,15-24 years,male,28.15
5419,Chile,1997-01-01,75+ years,male,28.14
5585,Chile,2011-01-01,55-74 years,male,28.13
13770,Kazakhstan,1992-01-01,75+ years,female,28.13
20901,Romania,2013-01-01,75+ years,male,28.13
27217,United States,2015-01-01,55-74 years,male,28.11
22662,Singapore,2006-01-01,75+ years,female,28.11
22129,Serbia,2011-01-01,35-54 years,male,28.09
11694,Iceland,1986-01-01,55-74 years,female,28.09
1880,Austria,1992-01-01,75+ years,female,28.09
13535,Japan,1999-01-01,25-34 years,male,28.08
4722,Bulgaria,1999-01-01,75+ years,female,28.08
22626,Singapore,2003-01-01,75+ years,female,28.07
5015,Canada,1993-01-01,25-34 years,male,28.07
6712,Cuba,1998-01-01,75+ years,female,28.07
19865,Puerto Rico,2000-01-01,35-54 years,male,28.04
23985,Sri Lanka,2001-01-01,15-24 years,male,28.04
1964,Austria,1999-01-01,75+ years,female,28.03
24557,Sweden,2002-01-01,55-74 years,male,28.01
17615,New Zealand,1998-01-01,75+ years,male,28.01
17677,New Zealand,2004-01-01,15-24 years,male,28.0
3941,Belize,1998-01-01,55-74 years,male,28.0
19991,Puerto Rico,2010-01-01,75+ years,male,28.0
11081,Guyana,1989-01-01,35-54 years,male,27.99
19977,Puerto Rico,2009-01-01,55-74 years,male,27.99
22057,Serbia,2005-01-01,35-54 years,male,27.98
26162,Ukraine,1994-01-01,75+ years,female,27.98
6055,Costa Rica,1988-01-01,75+ years,male,27.97
27545,Uruguay,2015-01-01,15-24 years,male,27.97
17689,New Zealand,2005-01-01,15-24 years,male,27.97
17919,Norway,1990-01-01,25-34 years,male,27.96
22529,Singapore,1995-01-01,55-74 years,male,27.95
11899,Iceland,2003-01-01,55-74 years,male,27.95
23142,Slovenia,2003-01-01,75+ years,female,27.94
789,Argentina,2001-01-01,55-74 years,male,27.94
27417,Uruguay,2003-01-01,35-54 years,male,27.93
19119,Poland,1994-01-01,25-34 years,male,27.93
27213,United States,2015-01-01,35-54 years,male,27.93
4937,Canada,1986-01-01,55-74 years,male,27.91
17547,New Zealand,1993-01-01,25-34 years,male,27.91
6426,Croatia,1999-01-01,75+ years,female,27.89
9763,Germany,1994-01-01,35-54 years,male,27.88
14591,Kyrgyzstan,1999-01-01,25-34 years,male,27.87
1441,Australia,1986-01-01,25-34 years,male,27.86
20835,Romania,2008-01-01,35-54 years,male,27.86
21997,Serbia,2000-01-01,35-54 years,male,27.84
17939,Norway,1991-01-01,75+ years,male,27.83
24725,Sweden,2016-01-01,75+ years,male,27.82
465,Antigua and Barbuda,2003-01-01,55-74 years,male,27.82
14922,Latvia,2005-01-01,75+ years,female,27.82
22141,Serbia,2012-01-01,35-54 years,male,27.82
1818,Austria,1987-01-01,55-74 years,female,27.82
11917,Iceland,2005-01-01,25-34 years,male,27.82
7495,Denmark,2000-01-01,35-54 years,male,27.81
11432,Hungary,1996-01-01,55-74 years,female,27.81
17957,Norway,1993-01-01,35-54 years,male,27.8
27177,United States,2012-01-01,35-54 years,male,27.79
24221,Suriname,2002-01-01,55-74 years,male,27.79
1453,Australia,1987-01-01,25-34 years,male,27.79
2019,Austria,2004-01-01,35-54 years,male,27.79
16313,Mauritius,1995-01-01,75+ years,male,27.78
5431,Chile,1998-01-01,75+ years,male,27.77
27193,United States,2013-01-01,55-74 years,male,27.77
9827,Germany,1999-01-01,55-74 years,male,27.76
17931,Norway,1991-01-01,25-34 years,male,27.75
19907,Puerto Rico,2003-01-01,75+ years,male,27.75
26929,United States,1991-01-01,55-74 years,male,27.75
4989,Canada,1991-01-01,15-24 years,male,27.73
25507,Trinidad and Tobago,2001-01-01,25-34 years,male,27.73
1525,Australia,1993-01-01,25-34 years,male,27.73
14925,Latvia,2006-01-01,15-24 years,male,27.73
1904,Austria,1994-01-01,75+ years,female,27.72
14133,Kiribati,1998-01-01,15-24 years,male,27.72
24789,Switzerland,2000-01-01,25-34 years,male,27.72
13566,Japan,2001-01-01,75+ years,female,27.71
15503,Luxembourg,2001-01-01,35-54 years,male,27.71
17269,Netherlands,2001-01-01,75+ years,male,27.71
8907,Finland,2001-01-01,15-24 years,male,27.71
21521,Saint Lucia,2004-01-01,55-74 years,male,27.7
15357,Luxembourg,1989-01-01,25-34 years,male,27.69
18033,Norway,1999-01-01,55-74 years,male,27.69
12667,Israel,2005-01-01,75+ years,male,27.69
1503,Australia,1991-01-01,35-54 years,male,27.68
6390,Croatia,1996-01-01,75+ years,female,27.68
16331,Mauritius,1997-01-01,35-54 years,male,27.68
22469,Singapore,1990-01-01,55-74 years,male,27.68
20889,Romania,2012-01-01,75+ years,male,27.67
11196,Guyana,1999-01-01,15-24 years,female,27.67
14611,Kyrgyzstan,2000-01-01,75+ years,male,27.67
20051,Puerto Rico,2015-01-01,75+ years,male,27.66
1767,Australia,2014-01-01,35-54 years,male,27.66
22045,Serbia,2004-01-01,35-54 years,male,27.66
11137,Guyana,1994-01-01,15-24 years,male,27.65
20593,Republic of Korea,2015-01-01,25-34 years,male,27.65
25537,Trinidad and Tobago,2003-01-01,55-74 years,male,27.65
16497,Mauritius,2011-01-01,25-34 years,male,27.65
20427,Republic of Korea,2001-01-01,35-54 years,male,27.64
1617,Australia,2000-01-01,75+ years,male,27.64
9233,France,1997-01-01,25-34 years,male,27.64
25545,Trinidad and Tobago,2004-01-01,35-54 years,male,27.64
17603,New Zealand,1997-01-01,75+ years,male,27.62
24915,Switzerland,2010-01-01,55-74 years,male,27.62
9851,Germany,2001-01-01,55-74 years,male,27.61
14985,Latvia,2011-01-01,15-24 years,male,27.61
25915,Turkmenistan,2003-01-01,25-34 years,male,27.6
19797,Puerto Rico,1994-01-01,55-74 years,male,27.6
3985,Belize,2002-01-01,35-54 years,male,27.6
11566,Hungary,2007-01-01,75+ years,female,27.59
13087,Italy,2009-01-01,75+ years,male,27.58
9799,Germany,1997-01-01,35-54 years,male,27.56
5347,Chile,1991-01-01,75+ years,male,27.56
6455,Croatia,2002-01-01,25-34 years,male,27.56
27521,Uruguay,2013-01-01,15-24 years,male,27.54
24813,Switzerland,2002-01-01,25-34 years,male,27.54
5113,Canada,2001-01-01,35-54 years,male,27.53
19779,Puerto Rico,1993-01-01,25-34 years,male,27.53
18071,Norway,2002-01-01,75+ years,male,27.53
5029,Canada,1994-01-01,35-54 years,male,27.53
9096,France,1985-01-01,75+ years,female,27.52
11723,Iceland,1989-01-01,15-24 years,male,27.52
12241,Ireland,2000-01-01,35-54 years,male,27.5
15665,Luxembourg,2014-01-01,75+ years,male,27.5
15021,Latvia,2014-01-01,15-24 years,male,27.49
4945,Canada,1987-01-01,35-54 years,male,27.49
19721,Puerto Rico,1988-01-01,35-54 years,male,27.49
27153,United States,2010-01-01,35-54 years,male,27.49
12727,Israel,2010-01-01,75+ years,male,27.48
1429,Australia,1985-01-01,25-34 years,male,27.48
26177,Ukraine,1996-01-01,15-24 years,male,27.48
21114,Russian Federation,2003-01-01,75+ years,female,27.46
19401,Portugal,1988-01-01,55-74 years,male,27.46
16206,Mauritius,1987-01-01,15-24 years,female,27.45
5543,Chile,2008-01-01,25-34 years,male,27.45
9875,Germany,2003-01-01,55-74 years,male,27.44
27165,United States,2011-01-01,35-54 years,male,27.44
4645,Bulgaria,1993-01-01,35-54 years,male,27.43
5549,Chile,2008-01-01,55-74 years,male,27.42
9443,France,2014-01-01,55-74 years,male,27.42
21090,Russian Federation,2001-01-01,75+ years,female,27.42
19697,Puerto Rico,1986-01-01,35-54 years,male,27.42
11959,Iceland,2008-01-01,55-74 years,male,27.41
12249,Ireland,2001-01-01,15-24 years,male,27.41
1645,Australia,2003-01-01,25-34 years,male,27.41
15353,Luxembourg,1988-01-01,75+ years,male,27.4
12020,Iceland,2013-01-01,75+ years,female,27.4
11792,Iceland,1994-01-01,75+ years,female,27.4
17929,Norway,1991-01-01,15-24 years,male,27.38
17949,Norway,1992-01-01,55-74 years,male,27.37
17703,New Zealand,2006-01-01,25-34 years,male,27.37
5461,Chile,2001-01-01,35-54 years,male,27.37
27201,United States,2014-01-01,35-54 years,male,27.37
4741,Bulgaria,2001-01-01,35-54 years,male,27.37
5311,Chile,1988-01-01,75+ years,male,27.36
14627,Kyrgyzstan,2002-01-01,25-34 years,male,27.36
22235,Seychelles,2002-01-01,25-34 years,male,27.36
17873,Norway,1986-01-01,35-54 years,male,27.35
11823,Iceland,1997-01-01,35-54 years,male,27.34
12261,Ireland,2002-01-01,15-24 years,male,27.33
1868,Austria,1991-01-01,75+ years,female,27.33
1511,Australia,1992-01-01,15-24 years,male,27.33
3405,Belarus,2011-01-01,15-24 years,male,27.33
15162,Lithuania,2004-01-01,75+ years,female,27.33
7483,Denmark,1999-01-01,35-54 years,male,27.32
21565,Saint Lucia,2009-01-01,35-54 years,male,27.32
25623,Trinidad and Tobago,2010-01-01,75+ years,male,27.32
11803,Iceland,1995-01-01,55-74 years,male,27.32
9055,Finland,2013-01-01,35-54 years,male,27.31
23046,Slovenia,1995-01-01,75+ years,female,27.3
19311,Poland,2012-01-01,25-34 years,male,27.3
7607,Denmark,2009-01-01,55-74 years,male,27.3
477,Antigua and Barbuda,2004-01-01,55-74 years,male,27.29
26357,Ukraine,2011-01-01,15-24 years,male,27.29
1299,Aruba,2001-01-01,35-54 years,male,27.28
11903,Iceland,2004-01-01,15-24 years,male,27.28
1455,Australia,1987-01-01,35-54 years,male,27.28
4961,Canada,1988-01-01,55-74 years,male,27.27
4925,Canada,1985-01-01,55-74 years,male,27.27
24927,Switzerland,2011-01-01,55-74 years,male,27.27
19791,Puerto Rico,1994-01-01,25-34 years,male,27.26
19079,Poland,1990-01-01,75+ years,male,27.26
6688,Cuba,1996-01-01,75+ years,female,27.26
20301,Republic of Korea,1990-01-01,75+ years,male,27.26
1823,Austria,1988-01-01,15-24 years,male,27.26
27181,United States,2012-01-01,55-74 years,male,27.25
1575,Australia,1997-01-01,35-54 years,male,27.24
14814,Latvia,1996-01-01,75+ years,female,27.24
4669,Bulgaria,1995-01-01,35-54 years,male,27.24
3611,Belgium,1999-01-01,25-34 years,male,27.24
5087,Canada,1999-01-01,25-34 years,male,27.24
3965,Belize,2000-01-01,55-74 years,male,27.23
9887,Germany,2004-01-01,55-74 years,male,27.23
27463,Uruguay,2007-01-01,25-34 years,male,27.22
5011,Canada,1992-01-01,75+ years,male,27.21
13523,Japan,1998-01-01,25-34 years,male,27.2
5065,Canada,1997-01-01,35-54 years,male,27.18
19389,Portugal,1987-01-01,55-74 years,male,27.18
11244,Guyana,2004-01-01,15-24 years,female,27.18
24839,Switzerland,2004-01-01,35-54 years,male,27.17
25525,Trinidad and Tobago,2002-01-01,55-74 years,male,27.17
4853,Bulgaria,2010-01-01,55-74 years,male,27.16
947,Argentina,2014-01-01,75+ years,male,27.16
14731,Kyrgyzstan,2010-01-01,75+ years,male,27.16
22249,Seychelles,2003-01-01,35-54 years,male,27.15
12253,Ireland,2001-01-01,35-54 years,male,27.15
19215,Poland,2004-01-01,25-34 years,male,27.14
6407,Croatia,1998-01-01,25-34 years,male,27.14
20241,Republic of Korea,1985-01-01,75+ years,male,27.13
11679,Iceland,1985-01-01,35-54 years,male,27.13
25939,Turkmenistan,2005-01-01,25-34 years,male,27.12
20538,Republic of Korea,2010-01-01,55-74 years,female,27.12
27439,Uruguay,2005-01-01,25-34 years,male,27.12
1599,Australia,1999-01-01,35-54 years,male,27.11
8599,Estonia,2015-01-01,35-54 years,male,27.11
15369,Luxembourg,1990-01-01,25-34 years,male,27.11
17245,Netherlands,1999-01-01,75+ years,male,27.1
12309,Ireland,2006-01-01,15-24 years,male,27.1
1835,Austria,1989-01-01,15-24 years,male,27.1
6151,Costa Rica,1996-01-01,75+ years,male,27.1
887,Argentina,2009-01-01,75+ years,male,27.09
20415,Republic of Korea,2000-01-01,35-54 years,male,27.08
27189,United States,2013-01-01,35-54 years,male,27.08
25869,Turkmenistan,1999-01-01,35-54 years,male,27.07
13441,Japan,1991-01-01,35-54 years,male,27.07
15537,Luxembourg,2004-01-01,25-34 years,male,27.06
24605,Sweden,2006-01-01,55-74 years,male,27.06
5545,Chile,2008-01-01,35-54 years,male,27.05
27141,United States,2009-01-01,35-54 years,male,27.05
7321,Czech Republic,2008-01-01,55-74 years,male,27.05
12371,Ireland,2011-01-01,25-34 years,male,27.03
17871,Norway,1986-01-01,25-34 years,male,27.03
12474,Israel,1989-01-01,75+ years,female,27.03
26150,Ukraine,1993-01-01,75+ years,female,27.02
7440,Denmark,1995-01-01,75+ years,female,27.02
9971,Germany,2011-01-01,55-74 years,male,27.01
20526,Republic of Korea,2009-01-01,55-74 years,female,27.01
4919,Canada,1985-01-01,25-34 years,male,27.0
16329,Mauritius,1997-01-01,25-34 years,male,27.0
1535,Australia,1994-01-01,15-24 years,male,27.0
20313,Republic of Korea,1991-01-01,75+ years,male,26.99
24125,Suriname,1992-01-01,55-74 years,male,26.98
5071,Canada,1997-01-01,75+ years,male,26.98
9079,Finland,2015-01-01,35-54 years,male,26.98
27307,Uruguay,1994-01-01,25-34 years,male,26.97
24191,Suriname,2000-01-01,25-34 years,male,26.97
5521,Chile,2006-01-01,35-54 years,male,26.96
7571,Denmark,2006-01-01,55-74 years,male,26.95
6613,Croatia,2015-01-01,35-54 years,male,26.94
11157,Guyana,1995-01-01,55-74 years,male,26.94
12205,Ireland,1997-01-01,35-54 years,male,26.94
4929,Canada,1986-01-01,15-24 years,male,26.93
20389,Republic of Korea,1998-01-01,25-34 years,male,26.93
4089,Belize,2011-01-01,15-24 years,male,26.93
1993,Austria,2002-01-01,25-34 years,male,26.93
17487,New Zealand,1988-01-01,25-34 years,male,26.91
1611,Australia,2000-01-01,35-54 years,male,26.9
4953,Canada,1988-01-01,15-24 years,male,26.89
20265,Republic of Korea,1987-01-01,75+ years,male,26.88
5023,Canada,1993-01-01,75+ years,male,26.88
26309,Ukraine,2007-01-01,15-24 years,male,26.87
24217,Suriname,2002-01-01,35-54 years,male,26.87
22289,Seychelles,2006-01-01,55-74 years,male,26.87
1785,Australia,2015-01-01,75+ years,male,26.86
8321,El Salvador,2012-01-01,25-34 years,male,26.85
23154,Slovenia,2004-01-01,75+ years,female,26.85
11739,Iceland,1990-01-01,35-54 years,male,26.85
9863,Germany,2002-01-01,55-74 years,male,26.85
1559,Australia,1996-01-01,15-24 years,male,26.83
17481,New Zealand,1987-01-01,55-74 years,male,26.83
24827,Switzerland,2003-01-01,35-54 years,male,26.82
1623,Australia,2001-01-01,35-54 years,male,26.82
24493,Sweden,1997-01-01,35-54 years,male,26.82
9751,Germany,1993-01-01,35-54 years,male,26.81
3448,Belgium,1985-01-01,55-74 years,female,26.8
1557,Australia,1995-01-01,75+ years,male,26.8
17064,Montenegro,2009-01-01,75+ years,female,26.79
6419,Croatia,1999-01-01,25-34 years,male,26.79
3474,Belgium,1987-01-01,75+ years,female,26.78
1657,Australia,2004-01-01,25-34 years,male,26.78
19179,Poland,2001-01-01,25-34 years,male,26.78
26078,Ukraine,1987-01-01,75+ years,female,26.76
24054,Suriname,1986-01-01,75+ years,female,26.76
17511,New Zealand,1990-01-01,25-34 years,male,26.76
7435,Denmark,1995-01-01,35-54 years,male,26.76
24851,Switzerland,2005-01-01,35-54 years,male,26.76
23058,Slovenia,1996-01-01,75+ years,female,26.76
19191,Poland,2002-01-01,25-34 years,male,26.75
20877,Romania,2011-01-01,75+ years,male,26.75
1447,Australia,1986-01-01,55-74 years,male,26.74
16283,Mauritius,1993-01-01,35-54 years,male,26.74
1459,Australia,1987-01-01,55-74 years,male,26.73
